PS1,PS2,PS3,PS4,PS5,PS6,VS1,EPS1,FS1,FS2,TS1,TS2,TS3,TS4,SE,CE,CP,Class
190.6,166.36,10.758,0.0,9.079,9.0,0.6970000000000001,2901.6,20.479,9.681,46.227,50.957,48.28100000000001,41.605,77.443,27.47,1.743,1
190.63,166.31,10.461,0.0,9.083,9.001,0.688,2903.6,20.479,9.674,46.215,50.957,48.293,41.605,76.868,27.804,1.761,1
190.59,166.23,10.75,0.0,9.072,9.003,0.705,2903.4,20.479,9.669,46.215,50.973,48.371,41.613,77.092,28.019,1.77,1
190.61,166.27,10.617,0.0,9.085,9.012,0.688,2905.4,20.479,9.661,46.215,50.969,48.301,41.605,77.089,27.345,1.744,1
190.59,166.24,10.773,0.0,9.072,9.0,0.688,2903.6,20.479,9.67,46.195,50.945,48.301,41.613,77.113,27.76,1.764,1
190.57,166.18,10.57,0.0,9.082,9.002,0.7020000000000001,2907.4,20.479,9.676,46.191,50.945,48.293,41.605,77.204,27.5,1.745,1
190.59,166.42,11.047,0.0,9.08,9.005,0.69,2908.6,20.479,9.679,46.203,50.957,48.305,41.613,77.046,27.738000000000003,1.741,1
190.6,166.19,10.812,0.0,9.082,9.009,0.69,2910.6,20.479,9.672,46.195,50.918,48.293,41.605,77.362,27.691,1.759,1
190.7,166.4,10.758,0.0,9.084,9.007,0.691,2903.4,20.479,9.676,46.207,50.957,48.293,41.613,78.808,27.166,1.742,1
191.0,166.55,10.898,0.0,9.092,9.016,0.706,2901.4,20.479,9.67,46.203,50.969,48.273,41.613,79.274,27.072,1.737,0
190.79,166.39,10.43,0.0,9.089,9.01,0.708,2907.0,20.479,9.671,46.207,50.957,48.305,41.613,78.89,27.291,1.747,0
190.7,166.44,10.781,0.0,9.09,9.014,0.703,2895.4,20.479,9.682,46.203,50.934,48.293,41.613,79.259,27.836,1.802,0
190.89,166.49,10.648,0.0,9.092,9.019,0.6990000000000001,2894.4,20.479,9.684,46.215,50.90600000000001,48.227,41.535,78.885,27.703000000000007,1.774,0
190.71,166.63,10.57,0.0,9.095,9.019,0.705,2893.4,20.479,9.691,46.16,50.90600000000001,48.293,41.527,79.029,27.994,1.781,0
190.72,166.34,10.539,0.0,9.099,9.022,0.7,2895.4,20.479,9.677,46.168,50.902,48.28100000000001,41.535,78.869,27.975,1.777,0
190.73,166.37,10.812,0.0,9.097,9.019,0.711,2898.0,20.479,9.694,46.191,50.90600000000001,48.227,41.605,78.933,27.74,1.759,0
190.71,166.44,10.57,0.0,9.097,9.024,0.711,2899.8,20.479,9.7,46.203,50.914,48.227,41.527,78.798,27.833,1.7619999999999998,0
190.7,166.75,10.836,0.0,9.106,9.023,0.743,2900.0,20.479,9.693,46.148,50.902,48.293,41.582,78.844,27.414,1.75,0
191.13,166.55,10.531,0.0,9.099,9.017,0.727,2905.2,20.479,9.695,46.168,50.902,48.301,41.613,78.95100000000002,27.48,1.761,0
190.7,166.49,10.594,0.0,9.095,9.022,0.7140000000000001,2900.2,20.479,9.701,46.207,50.90600000000001,48.227,41.602,78.745,27.3,1.743,0
190.69,166.44,10.664,0.0,9.102,9.019,0.71,2903.0,20.479,9.696,46.207,50.90600000000001,48.28100000000001,41.51600000000001,79.009,28.354,1.81,0
190.8,166.47,11.219,0.0,9.095,9.012,0.7190000000000001,2897.8,20.479,9.686,46.176,50.90600000000001,48.273,41.527,79.274,28.077,1.7919999999999998,0
190.73,166.5,10.914,0.0,9.095,9.019,0.768,2895.6,20.479,9.693,46.137,50.902,48.293,41.535,79.14399999999998,28.011,1.78,0
190.72,166.57,10.969,0.0,9.097,9.017,0.7,2899.4,20.479,9.706,46.18,50.902,48.238,41.527,79.061,27.94,1.769,0
190.7,166.5,10.789,0.0,9.104,9.026,0.725,2899.8,20.479,9.695,46.203,50.90600000000001,48.195,41.527,78.80199999999998,27.731,1.758,0
190.77,166.52,10.664,0.0,9.097,9.021,0.708,2899.0,20.479,9.699,46.148,50.898,48.254,41.457,79.016,28.097,1.791,0
190.74,166.42,10.758,0.0,9.102,9.014,0.7,2897.4,20.479,9.686,46.137,50.902,48.199,41.445,79.02600000000002,28.233,1.788,0
190.68,166.53,10.836,0.0,9.087,9.016,0.701,2897.6,20.479,9.686,46.121,50.90600000000001,48.199,41.441,78.92699999999998,28.233,1.781,0
190.8,166.45,10.586,0.0,9.096,9.012,0.6859999999999999,2897.4,19.989,9.688,46.125,50.902,48.18,41.422,79.093,27.92,1.7619999999999998,0
190.79,166.44,10.555,0.0,9.094,9.011,0.71,2895.8,20.479,9.688,46.062,50.898,48.129,41.441,78.744,27.942,1.7619999999999998,1
190.76,166.59,10.609000000000002,0.0,9.092,9.021,0.693,2897.4,20.017,9.686,46.059,50.871,48.199,41.445,78.857,28.021,1.784,1
190.7,166.34,10.68,0.0,9.099,9.014,0.696,2893.6,20.479,9.697,46.055,50.871,48.125,41.445,79.25,27.82,1.761,1
190.72,166.37,10.57,0.0,9.094,9.019,0.6890000000000001,2895.6,20.479,9.684,46.055,50.844,48.125,41.367,78.97800000000002,28.002,1.7619999999999998,1
190.76,166.47,10.828,0.0,9.092,9.014,0.696,2895.8,20.479,9.693,46.055,50.816,48.113,41.379,79.051,28.439,1.781,1
190.77,166.47,10.648,0.0,9.094,9.01,0.688,2895.6,20.479,9.684,45.977,50.816,48.117,41.363,79.025,28.115,1.761,1
190.74,166.37,10.648,0.0,9.1,9.017,0.695,2897.6,20.479,9.686,46.004,50.789,48.117,41.457,79.068,27.907,1.757,1
190.73,166.36,10.953,0.0,9.101,9.022,0.701,2897.4,20.479,9.702,46.004,50.809,48.113,41.367,79.11,27.9,1.76,1
190.77,166.55,10.844,0.0,9.102,9.024,0.685,2897.4,20.479,9.686,45.98,50.809,48.129,41.355,78.952,28.359,1.789,1
190.74,166.48,10.898,0.0,9.109,9.031,0.69,2899.6,20.479,9.707,45.98,50.809,48.125,41.363,78.67699999999998,28.299,1.781,1
190.78,166.65,10.789,0.0,9.111,9.036,0.695,2902.6,20.479,9.702,45.965,50.77,48.117,41.355,78.751,28.313,1.788,1
190.84,166.73,10.922,0.0,9.114,9.036,0.718,2901.6,20.479,9.702,45.98,50.789,48.062,41.355,79.078,27.628,1.753,1
190.76,166.91,10.883,0.0,9.116,9.035,0.685,2903.8,20.479,9.702,45.977,50.777,48.105,41.355,78.569,28.173,1.781,1
190.73,166.34,10.695,0.0,9.111,9.035,0.6890000000000001,2897.8,20.479,9.701,45.98,50.738,48.105,41.355,78.83800000000002,28.368,1.783,1
190.81,166.45,10.859000000000002,0.0,9.116,9.035,0.6890000000000001,2901.6,20.479,9.703,45.965,50.723,48.059,41.344,78.743,28.146,1.766,1
190.72,166.45,10.836,0.0,9.122,9.045,0.696,2905.4,20.479,9.706,45.965,50.727,48.051,41.344,78.697,28.407,1.783,1
190.73,166.63,10.648,0.0,9.123,9.042,0.691,2904.0,20.479,9.702,45.96100000000001,50.699,48.03100000000001,41.273,78.797,28.301,1.787,1
190.72,166.44,11.008,0.0,9.125,9.045,0.684,2903.8,20.479,9.714,45.96100000000001,50.684,48.03100000000001,41.277,78.749,28.441,1.786,1
190.79,166.41,10.945,0.0,9.118,9.038,0.715,2905.4,20.479,9.719,45.969,50.703,48.023,41.273,78.634,28.402,1.7819999999999998,1
190.74,166.45,10.398,0.0,9.126,9.045,0.7,2906.0,20.479,9.714,45.969,50.723,47.937,41.273,79.046,28.181,1.764,1
191.08,166.92,10.727,0.0,9.12,9.04,0.698,2893.8,20.479,9.71,45.965,50.734,48.035,41.195,81.36399999999998,28.58,1.804,1
191.08,166.86,10.758,0.0,9.122,9.045,0.6890000000000001,2895.6,20.479,9.715,45.969,50.727,48.043,41.195,80.936,28.67,1.802,0
191.06,166.86,10.828,0.0,9.123,9.046,0.701,2897.4,20.479,9.704,45.965,50.762,48.035,41.191,81.382,28.848000000000006,1.809,0
191.02,166.89,11.086,0.0,9.116,9.035,0.705,2895.6,20.479,9.712,45.953,50.789,48.03100000000001,41.191,81.483,28.717,1.805,0
191.08,166.81,10.992,0.0,9.121,9.043,0.703,2889.8,20.479,9.713,45.969,50.797,48.023,41.27,81.188,28.541,1.791,0
191.08,166.79,11.031,0.0,9.124,9.04,0.701,2889.6,20.479,9.711,45.988,50.809,48.03100000000001,41.277,81.298,28.26,1.79,0
191.06,166.84,10.898,0.0,9.113,9.034,0.718,2891.6,20.479,9.698,46.043,50.852,48.059,41.195,81.509,28.633000000000006,1.808,0
191.11,166.91,11.117,0.0,9.117,9.035,0.6940000000000001,2885.6,20.479,9.702,45.977,50.809,48.035,41.207,81.565,28.668000000000006,1.801,0
191.06,166.78,11.195,0.0,9.111,9.031,0.701,2892.4,20.479,9.706,45.969,50.82,48.035,41.234,81.26,28.425,1.7819999999999998,0
191.04,166.79,10.453,0.0,9.111,9.033,0.677,2889.6,20.479,9.707,45.977,50.816,48.07,41.277,81.23,28.831,1.807,0
191.09,166.78,11.297,0.0,9.109,9.032,0.6890000000000001,2892.4,20.479,9.704,45.969,50.816,48.051,41.277,81.693,28.758000000000006,1.813,0
191.08,166.83,11.156,0.0,9.109,9.026,0.6970000000000001,2891.4,20.479,9.696,45.969,50.832,48.117,41.246,81.51899999999998,28.919,1.82,0
191.06,166.84,11.140999999999998,0.0,9.112,9.028,0.677,2889.4,20.479,9.697,45.988,50.797,48.105,41.191,81.262,28.896,1.821,0
191.04,166.71,10.992,0.0,9.111,9.029,0.711,2891.4,20.1,9.703,45.969,50.816,48.023,41.195,81.37899999999998,28.687,1.801,0
191.06,166.91,11.062,0.0,9.113,9.035,0.6920000000000001,2889.2,20.479,9.695,45.965,50.809,48.062,41.195,81.605,28.666,1.802,0
191.01,166.78,10.703,0.0,9.104,9.031,0.6829999999999999,2887.4,20.254,9.697,45.965,50.816,48.03100000000001,41.172,81.49600000000002,28.848000000000006,1.809,0
191.03,166.92,11.078,0.0,9.118,9.042,0.6920000000000001,2887.6,20.14,9.708,45.965,50.82,48.098,41.27,81.17699999999998,28.334,1.8,0
191.06,167.23,10.844,0.0,9.113,9.035,0.696,2895.0,20.452,9.707,45.969,50.805,48.023,41.195,81.303,28.458,1.809,0
191.04,166.84,11.023,0.0,9.116,9.035,0.696,2891.8,20.301,9.704,45.965,50.805,48.023,41.285,81.182,27.962,1.789,0
190.98,166.84,10.977,0.0,9.113,9.033,0.6859999999999999,2896.4,20.479,9.704,45.965,50.809,48.035,41.27,81.107,28.076,1.786,0
191.02,166.69,11.164,0.0,9.13,9.05,0.684,2892.2,20.479,9.717,45.965,50.816,48.023,41.184,81.329,28.346,1.807,0
191.06,166.81,10.773,0.0,9.12,9.038,0.68,2892.0,20.125,9.7,45.969,50.809,48.03100000000001,41.113,81.54899999999998,28.346,1.81,1
191.12,166.7,10.773,0.0,9.109,9.028,0.6829999999999999,2885.8,20.109,9.698,45.953,50.797,48.035,41.117,81.6,28.41,1.809,1
191.01,167.02,11.281,0.0,9.12,9.039,0.711,2883.6,20.479,9.698,45.883,50.742,48.043,41.191,81.484,28.633000000000006,1.814,1
191.06,166.66,10.953,0.0,9.12,9.035,0.698,2885.4,20.479,9.699,45.887,50.734,48.03100000000001,41.125,81.56,28.6,1.801,1
191.0,166.91,10.836,0.0,9.116,9.034,0.7020000000000001,2885.6,20.479,9.698,45.96100000000001,50.738,48.035,41.133,81.683,28.898000000000003,1.82,1
191.11,166.87,10.890999999999998,0.0,9.12,9.035,0.69,2887.4,20.479,9.713,45.887,50.75,48.023,41.125,81.652,28.647,1.7919999999999998,1
191.11,166.81,10.945,0.0,9.114,9.038,0.691,2885.4,20.325,9.698,45.887,50.723,48.059,41.125,81.611,28.575,1.801,1
191.03,166.77,11.172,0.0,9.115,9.035,0.69,2893.2,20.479,9.693,45.883,50.715,48.043,41.125,81.67399999999998,28.536,1.803,1
191.03,166.73,10.922,0.0,9.12,9.036,0.7090000000000001,2885.8,20.278,9.701,45.875,50.699,47.953,41.113,81.567,28.586,1.804,1
191.06,166.84,10.953,0.0,9.113,9.033,0.68,2889.2,20.479,9.695,45.883,50.684,47.93,41.117,81.566,28.54,1.802,1
191.23,167.02,10.695,0.0,9.108,9.03,0.698,2885.4,20.479,9.694,45.867,50.676,47.953,41.102,81.612,28.538,1.802,1
191.02,166.97,10.57,0.0,9.115,9.038,0.684,2881.6,20.479,9.691,45.816,50.645,47.93,41.117,81.545,28.6,1.7990000000000002,1
191.04,166.84,10.867,0.0,9.119,9.036,0.7020000000000001,2881.4,20.479,9.694,45.805,50.645,47.855,41.035,81.589,28.344,1.781,1
191.08,166.94,10.890999999999998,0.0,9.126,9.047,0.6940000000000001,2883.6,20.479,9.706,45.789,50.645,47.941,41.117,81.714,28.647,1.8,1
191.01,166.89,10.922,0.0,9.12,9.038,0.695,2882.6,20.479,9.703,45.801,50.645,47.953,41.125,81.618,28.672,1.805,1
191.0,166.75,10.508,0.0,9.123,9.041,0.6809999999999999,2883.4,20.479,9.706,45.801,50.645,47.93,41.129,81.17399999999998,28.626,1.7990000000000002,1
190.98,166.81,10.758,0.0,9.125,9.042,0.6559999999999999,2887.4,20.479,9.712,45.801,50.645,47.859,41.035,81.41199999999998,28.637,1.8,1
191.01,166.75,10.664,0.0,9.117,9.038,0.6920000000000001,2889.4,20.479,9.701,45.801,50.64100000000001,47.855,41.047,81.403,28.53,1.801,1
191.03,166.77,11.023,0.0,9.121,9.042,0.682,2887.6,20.479,9.711,45.805,50.64100000000001,47.855,41.102,81.132,28.256,1.791,1
191.03,166.61,11.133,0.0,9.116,9.049,0.677,2887.8,20.479,9.701,45.793,50.64100000000001,47.922,41.023,81.436,28.429,1.803,1
191.09,166.83,10.664,0.0,9.125,9.048,0.657,2891.8,20.479,9.708,45.715,50.566,47.848,41.008,80.11399999999998,28.595,1.811,1
191.06,166.84,11.031,0.0,9.131,9.051,0.68,2889.8,20.479,9.706,45.715,50.559,47.83600000000001,41.035,80.384,28.369,1.794,1
191.06,166.96,10.672,0.0,9.135,9.057,0.6709999999999999,2889.4,20.479,9.712,45.71100000000001,50.566,47.832,40.945,80.45100000000002,28.356,1.798,1
191.13,166.84,10.836,0.0,9.134,9.049,0.688,2893.6,20.479,9.704,45.703,50.574,47.859,40.953,80.252,28.567,1.807,1
191.02,166.52,10.727,0.0,9.132,9.052,0.667,2891.6,20.479,9.714,45.699,50.559,47.82,41.008,80.152,28.466,1.798,1
191.06,166.81,10.898,0.0,9.141,9.058,0.682,2893.4,20.479,9.711,45.715,50.559,47.82,40.945,80.193,28.775,1.806,1
191.12,166.87,10.945,0.0,9.142,9.061,0.687,2887.6,20.479,9.719,45.71100000000001,50.562,47.809,40.941,80.648,28.6,1.807,1
191.09,166.73,11.055,0.0,9.134,9.053,0.687,2887.6,20.479,9.717,45.617,50.539,47.82,40.945,80.676,28.576,1.823,1
191.06,166.81,10.890999999999998,0.0,9.136,9.052,0.672,2889.4,20.479,9.724,45.629,50.484,47.773,40.941,80.675,28.336,1.788,1
191.06,166.71,10.75,0.0,9.134,9.048,0.6759999999999999,2887.6,20.479,9.722,45.633,50.512,47.76600000000001,40.945,80.192,28.302,1.786,1
191.13,166.41,10.828,0.0,9.142,9.061,0.6709999999999999,2919.6,20.479,9.731,45.539,50.43,47.773,40.953,76.13,28.137,1.78,1
190.71,166.59,10.43,0.0,9.144,9.061,0.6779999999999999,2921.4,20.479,9.728,45.449,50.316,47.684,40.953,76.574,28.267,1.786,0
190.74,166.45,10.789,0.0,9.156,9.075,0.682,2919.6,20.477,9.738,45.445,50.309,47.59,40.828,76.514,28.483,1.785,0
190.7,166.28,10.586,0.0,9.156,9.08,0.682,2921.4,20.479,9.733,45.367,50.246,47.559,40.797,76.145,28.65,1.7990000000000002,0
190.68,166.38,10.609000000000002,0.0,9.155,9.078,0.682,2918.6,20.249,9.727,45.363,50.199,47.58600000000001,40.703,76.124,28.425,1.789,0
190.74,166.52,10.508,0.0,9.165,9.089,0.698,2921.6,20.479,9.733,45.289,50.129,47.535,40.703,76.109,28.301,1.789,0
190.77,166.39,10.953,0.0,9.167,9.09,0.68,2921.4,20.479,9.737,45.215,50.098,47.426,40.703,76.178,28.274,1.7819999999999998,0
190.65,166.48,10.695,0.0,9.166,9.083,0.7020000000000001,2921.6,20.479,9.734,45.207,50.059,47.43,40.695,76.094,28.254,1.777,0
190.65,166.52,10.515999999999998,0.0,9.17,9.09,0.687,2923.8,20.479,9.733,45.203,50.051,47.398,40.691,76.235,28.292,1.7819999999999998,0
190.68,166.42,10.531,0.0,9.166,9.087,0.672,2921.6,20.479,9.744,45.203,50.047,47.383,40.703,75.918,28.291,1.779,0
190.69,166.31,10.531,0.0,9.172,9.09,0.677,2919.6,20.479,9.736,45.195,50.043,47.375,40.613,76.175,28.158,1.769,0
190.68,166.34,10.461,0.0,9.163,9.082,0.6990000000000001,2919.4,20.141,9.736,45.195,50.043,47.426,40.691,76.236,28.186,1.796,0
190.66,166.49,10.922,0.0,9.166,9.087,0.691,2914.6,19.784,9.734,45.215,50.051,47.375,40.691,76.487,28.462,1.797,0
190.61,166.4,10.719,0.0,9.158,9.073,0.68,2915.6,20.268,9.739,45.191,50.035,47.414,40.613,76.304,28.473000000000006,1.7990000000000002,0
190.59,166.42,10.75,0.0,9.168,9.089,0.6970000000000001,2917.4,20.111,9.742,45.184,50.035,47.348,40.531,76.181,28.805,1.811,0
190.65,166.63,10.672,0.0,9.171,9.086,0.693,2921.6,20.24,9.739,45.184,50.035,47.344,40.609,76.288,28.738000000000003,1.808,0
190.74,166.47,10.594,0.0,9.175,9.09,0.6920000000000001,2920.4,20.081,9.746,45.207,50.043,47.33600000000001,40.691,76.468,28.721,1.807,0
190.73,166.42,10.789,0.0,9.168,9.087,0.68,2921.8,20.243,9.743,45.207,50.047,47.33600000000001,40.586,76.434,28.33,1.786,0
190.66,166.65,10.758,0.0,9.171,9.092,0.6890000000000001,2915.6,20.166,9.748,45.129,50.023,47.344,40.535,76.374,28.521,1.808,0
190.77,166.4,10.734000000000002,0.0,9.177,9.092,0.6890000000000001,2915.8,20.348,9.746,45.125,49.965,47.33600000000001,40.617,75.931,28.267,1.784,0
190.63,166.41,10.5,0.0,9.166,9.088,0.677,2919.4,20.479,9.735,45.117,49.96100000000001,47.344,40.625,76.092,28.602,1.804,0
190.63,166.39,10.844,0.0,9.173,9.093,0.6759999999999999,2917.6,19.978,9.739,45.125,49.953,47.363,40.687,76.021,28.3,1.798,1
190.65,166.38,10.945,0.0,9.174,9.083,0.6809999999999999,2919.4,20.19,9.734,45.125,49.969,47.344,40.582,76.35600000000002,28.125,1.781,1
190.65,166.42,10.57,0.0,9.179,9.101,0.685,2920.4,20.169,9.739,45.137,49.965,47.332,40.535,75.934,28.549,1.805,1
190.65,166.34,11.008,0.0,9.172,9.09,0.649,2918.6,20.008,9.738,45.207,49.969,47.33600000000001,40.609,76.243,28.404,1.806,1
190.63,166.44,10.805,0.0,9.172,9.092,0.68,2919.4,19.682,9.744,45.129,49.977,47.344,40.59,76.107,28.035,1.789,1
190.71,166.38,10.805,0.0,9.164,9.083,0.67,2919.6,20.479,9.739,45.148,49.992,47.25,40.543,76.096,28.061,1.778,1
190.65,166.52,10.781,0.0,9.168,9.089,0.6859999999999999,2919.4,19.583,9.735,45.125,49.98,47.33600000000001,40.543,76.31,28.267,1.807,1
190.69,166.37,10.914,0.0,9.168,9.089,0.672,2917.6,19.679,9.747,45.129,49.953,47.33600000000001,40.535,76.242,28.176,1.7919999999999998,1
190.7,166.44,10.617,0.0,9.177,9.098,0.6779999999999999,2915.4,19.943,9.74,45.129,49.949,47.25,40.523,76.486,28.429,1.796,1
190.66,166.39,10.672,0.0,9.174,9.09,0.711,2917.2,20.161,9.733,45.117,49.934,47.242,40.445,76.465,27.986,1.783,1
190.66,166.38,10.805,0.0,9.175,9.093,0.7120000000000001,2915.8,20.479,9.746,45.059,49.922,47.242,40.516,76.22,27.908,1.785,1
190.66,166.47,10.594,0.0,9.175,9.097,0.6779999999999999,2919.4,20.479,9.74,45.117,49.914,47.254,40.453,76.001,28.077,1.781,1
190.72,166.24,10.445,0.0,9.177,9.101,0.677,2919.4,20.479,9.744,45.109,49.898,47.195,40.531,75.939,28.13,1.775,1
190.66,166.41,10.828,0.0,9.179,9.104,0.6729999999999999,2925.4,20.479,9.746,45.109,49.898,47.184,40.445,76.07600000000002,27.906,1.763,1
190.63,166.31,10.398,0.0,9.184,9.103,0.6940000000000001,2917.6,20.479,9.741,45.113,49.914,47.187,40.453,76.418,28.255,1.7819999999999998,1
190.66,166.45,10.531,0.0,9.177,9.095,0.695,2915.8,20.479,9.74,45.043,49.895,47.238,40.445,75.803,28.079,1.776,1
190.6,166.19,10.625,0.0,9.178,9.094,0.6779999999999999,2916.8,20.479,9.746,45.09,49.90600000000001,47.207,40.445,76.373,28.285,1.785,1
190.66,166.44,10.734000000000002,0.0,9.179,9.093,0.691,2917.8,20.479,9.731,45.035,49.898,47.199,40.445,76.07,28.059,1.766,1
190.65,166.42,10.703,0.0,9.17,9.087,0.684,2917.8,20.479,9.731,45.035,49.887,47.195,40.441,76.0,28.502,1.809,1
190.6,166.38,10.515999999999998,0.0,9.168,9.089,0.6779999999999999,2916.6,20.479,9.747,45.023,49.895,47.18,40.457,76.312,28.544,1.8,1
190.73,166.52,10.992,0.0,9.175,9.092,0.6779999999999999,2911.8,20.479,9.742,45.043,49.895,47.18,40.453,77.893,28.348000000000006,1.784,1
190.77,166.48,10.953,0.0,9.172,9.092,0.6890000000000001,2905.8,20.479,9.746,45.117,49.895,47.168,40.453,77.76,28.104,1.78,0
190.81,166.7,10.531,0.0,9.175,9.097,0.669,2905.6,20.479,9.736,45.102,49.937,47.152,40.43,77.971,28.477,1.796,0
191.06,166.52,10.695,0.0,9.167,9.094,0.685,2905.4,20.479,9.731,45.035,49.922,47.223,40.441,78.274,28.87,1.817,0
190.84,166.56,10.703,0.0,9.17,9.082,0.687,2899.6,20.479,9.735,45.047,49.914,47.234,40.445,78.126,28.415,1.801,0
190.84,166.61,10.648,0.0,9.166,9.083,0.696,2899.8,20.479,9.738,45.102,49.898,47.152,40.441,78.33800000000002,27.743,1.761,0
190.84,166.79,11.031,0.0,9.175,9.095,0.6940000000000001,2897.8,20.479,9.738,45.109,49.90600000000001,47.16,40.453,78.37100000000002,27.937,1.77,0
190.87,166.55,10.859000000000002,0.0,9.171,9.095,0.688,2897.8,20.479,9.734,45.035,49.926,47.15600000000001,40.441,78.436,27.614,1.751,0
190.87,166.68,10.75,0.0,9.181,9.099,0.693,2899.6,20.479,9.742,45.043,49.91,47.168,40.453,78.097,27.959,1.778,0
190.85,166.47,10.992,0.0,9.184,9.111,0.68,2909.4,20.479,9.748,45.047,49.898,47.16,40.437,77.757,28.387,1.803,0
190.84,166.57,10.586,0.0,9.175,9.095,0.693,2909.4,20.479,9.747,45.035,49.895,47.195,40.445,78.226,28.504,1.7990000000000002,0
190.8,166.65,10.515999999999998,0.0,9.186,9.106,0.7340000000000001,2904.4,20.479,9.743,45.035,49.887,47.129,40.457,78.204,28.461,1.796,0
190.84,166.52,10.672,0.0,9.178,9.1,0.7,2903.6,20.312,9.738,45.03100000000001,49.883,47.172,40.453,77.851,27.942,1.763,0
190.84,166.6,10.914,0.0,9.181,9.097,0.69,2903.4,20.318,9.739,45.02,49.887,47.168,40.457,78.244,28.069000000000006,1.777,0
190.85,166.56,10.734000000000002,0.0,9.186,9.103,0.7090000000000001,2907.8,20.099,9.744,45.035,49.879,47.168,40.445,77.962,28.065,1.7819999999999998,0
190.8,166.63,10.5,0.0,9.191,9.11,0.6829999999999999,2908.6,20.186,9.742,44.953,49.832,47.172,40.445,77.968,28.358,1.806,0
190.79,166.63,11.117,0.0,9.187,9.111,0.687,2907.8,20.083,9.731,44.941,49.816,47.152,40.359,77.971,28.263,1.7990000000000002,0
190.84,166.61,10.937,0.0,9.191,9.113,0.688,2905.6,20.203,9.737,44.953,49.816,47.133,40.293,77.904,28.146,1.79,0
190.88,166.58,10.695,0.0,9.186,9.108,0.688,2905.4,20.241,9.747,44.965,49.816,47.168,40.285,77.655,28.259,1.797,0
190.84,166.78,10.703,0.0,9.186,9.111,0.6890000000000001,2907.8,19.851,9.727,44.941,49.816,47.094,40.363,78.03,28.116,1.788,0
190.85,166.57,10.586,0.0,9.191,9.111,0.688,2907.4,20.023,9.738,44.941,49.816,47.152,40.324,77.98100000000002,28.222,1.802,0
190.82,166.63,10.836,0.0,9.186,9.106,0.682,2909.6,20.479,9.743,44.949,49.82,47.09,40.371,77.971,28.063,1.781,1
190.84,166.55,10.68,0.0,9.193,9.115,0.685,2907.8,20.148,9.75,44.871,49.816,47.117,40.297,77.828,28.028,1.786,1
190.85,166.87,10.719,0.0,9.191,9.108,0.688,2911.6,20.197,9.747,44.93,49.82,47.09,40.285,77.921,28.382,1.802,1
190.93,166.56,10.727,0.0,9.194,9.118,0.6890000000000001,2903.6,19.447,9.761,44.871,49.82,47.094,40.285,77.858,28.273000000000003,1.803,1
190.94,166.57,10.898,0.0,9.201,9.12,0.6890000000000001,2907.0,20.295,9.739,44.875,49.82,47.008,40.273,78.078,28.058000000000003,1.7819999999999998,1
190.82,166.7,10.734000000000002,0.0,9.196,9.118,0.7090000000000001,2902.6,20.246,9.746,44.871,49.812,47.012,40.285,78.064,28.151,1.781,1
190.82,166.58,10.867,0.0,9.194,9.115,0.6920000000000001,2907.4,20.049,9.743,44.863,49.793,47.008,40.285,78.262,28.037,1.778,1
190.87,166.59,10.789,0.0,9.188,9.107,0.6859999999999999,2907.4,20.268,9.735,44.855,49.801,47.09,40.281,77.763,28.0,1.785,1
190.82,166.61,10.640999999999998,0.0,9.196,9.123,0.69,2907.4,20.021,9.751,44.883,49.812,47.004,40.281,77.715,27.98,1.786,1
190.82,166.61,10.773,0.0,9.208,9.125,0.691,2907.6,20.271,9.737,44.875,49.793,47.008,40.187,78.127,28.341,1.807,1
190.85,166.79,10.695,0.0,9.203,9.119,0.6890000000000001,2907.6,20.479,9.75,44.855,49.777,46.996,40.203,77.953,28.423,1.813,1
190.9,167.0,10.445,0.0,9.203,9.118,0.6970000000000001,2907.6,20.479,9.74,44.871,49.762,46.93,40.148,77.873,28.152,1.797,1
190.8,166.65,10.640999999999998,0.0,9.204,9.12,0.682,2907.8,20.479,9.746,44.777,49.734,47.004,40.191,77.946,28.636,1.828,1
190.89,166.44,10.890999999999998,0.602,9.199,9.119,0.6890000000000001,2901.8,20.454,9.738,44.809,49.73,46.926,40.191,77.95100000000002,28.152,1.784,1
190.84,166.41,10.586,0.0,9.193,9.113,0.688,2901.4,20.479,9.736,44.777,49.73,46.941,40.199,78.07300000000002,28.118,1.791,1
190.84,166.89,10.515999999999998,0.0,9.196,9.107,0.667,2899.6,20.479,9.73,44.78100000000001,49.73,46.93,40.113,78.42,28.423,1.802,1
190.84,166.53,10.648,0.0,9.2,9.122,0.6920000000000001,2902.0,20.476,9.746,44.77,49.71100000000001,46.93,40.113,78.293,28.439,1.809,1
190.84,166.61,10.890999999999998,0.0,9.191,9.116,0.823,2903.4,20.477,9.738,44.78100000000001,49.707,46.93,40.187,77.932,28.069000000000006,1.785,1
190.82,166.47,10.992,1.263,9.203,9.119,0.877,2901.6,20.479,9.731,44.703,49.703,46.926,40.027,78.118,28.32,1.811,1
190.84,166.52,10.617,0.0,9.212,9.127,0.7120000000000001,2903.6,20.479,9.743,44.715,49.691,46.918,40.031,77.941,28.204,1.805,1
191.14,166.76,10.695,0.0,9.201,9.125,0.701,2895.8,20.479,9.739,44.703,49.723,46.914,40.035,80.501,28.256,1.803,1
191.12,167.04,10.445,0.0,9.204,9.12,0.6809999999999999,2893.6,20.479,9.742,44.777,49.719,46.926,40.113,80.531,28.471,1.81,0
