PS1,PS2,PS3,PS4,PS5,PS6,VS1,EPS1,FS1,FS2,TS1,TS2,TS3,TS4,SE,CE,CP,CoolerCondition,ValveCondition,PumpLeakage,HydraulicAccumulator,Stable
190.89,166.47,10.234,0.0,9.238,9.156,0.6779999999999999,2921.4,20.24,9.788,44.383,49.301,46.578,39.781,75.029,28.230999999999998,1.8019999999999998,20,90,2,100,0
190.84,166.73,10.562000000000001,0.0,9.241,9.162,0.69,2923.4,19.897000000000002,9.777999999999999,44.371,49.288999999999994,46.586000000000006,39.77,75.23100000000001,28.215,1.806,20,90,2,100,0
190.73,166.38,10.68,2.3169999999999997,9.243,9.16,0.685,2922.6,19.631,9.782,44.383,49.288999999999994,46.523,39.859,75.079,27.846,1.774,20,90,2,100,0
190.72,166.41,10.57,0.0,9.24,9.158,0.677,2927.4,20.006,9.783,44.379,49.297,46.523,39.781,75.42399999999999,27.892,1.7990000000000002,20,90,2,100,0
190.74,166.94,10.937000000000001,0.0,9.241,9.158999999999999,0.669,2925.8,20.086,9.781,44.383,49.301,46.578,39.723,75.12100000000001,28.451,1.824,20,90,2,100,0
190.77,166.42,10.695,0.0,9.236,9.158,0.691,2925.0,20.035999999999998,9.783999999999999,44.379,49.285,46.586000000000006,39.777,75.156,28.458000000000002,1.83,20,90,2,100,0
190.71,166.5,10.773,0.0,9.232999999999999,9.151,0.693,2923.4,20.246,9.769,44.324,49.25,46.508,39.781,75.104,28.146,1.801,20,90,2,100,0
190.73,166.26,10.477,0.0,9.234,9.149,0.6890000000000001,2923.6,20.414,9.773,44.379,49.273,46.496,39.777,75.229,28.006999999999998,1.785,20,90,2,100,0
190.76,166.94,10.664000000000001,0.0,9.241,9.156,0.6759999999999999,2923.8,20.479,9.771,44.363,49.258,46.574,39.863,75.235,28.123,1.804,20,100,2,100,0
190.73,166.7,10.664000000000001,0.0,9.247,9.167,0.693,2929.2,20.479,9.783,44.383,49.258,46.5,39.859,75.135,27.801,1.7719999999999998,20,100,2,100,0
190.76,166.66,10.648,0.0,9.253,9.172,0.715,2929.4,20.479,9.787,44.371,49.273,46.566,39.855,75.12899999999999,27.831,1.788,20,100,2,100,0
190.7,166.75,10.43,0.0,9.231,9.155,0.706,2931.0,20.479,9.774,44.379,49.277,46.535,39.855,75.613,27.608,1.77,20,100,2,100,0
190.71,166.45,10.812000000000001,0.0,9.226,9.142000000000001,0.693,2917.6,20.479,9.762,44.371,49.277,46.512,39.781,75.557,27.554000000000002,1.766,20,100,2,100,0
190.71,166.41,10.625,0.706,9.225,9.139,0.691,2917.6,20.279,9.762,44.367,49.277,46.523,39.77,75.702,28.131,1.801,20,100,2,100,0
190.77,166.23,10.585999999999999,0.0,9.221,9.139,0.711,2917.6,20.479,9.774,44.312,49.233999999999995,46.483999999999995,39.781,75.273,27.859,1.7930000000000001,20,100,2,100,0
190.7,166.38,10.734000000000002,0.0,9.23,9.141,0.6709999999999999,2919.6,20.479,9.786,44.379,49.233999999999995,46.492,39.848,75.42399999999999,27.576999999999998,1.766,20,100,2,100,0
190.73,166.42,10.617,0.0,9.232999999999999,9.146,0.693,2919.6,20.479,9.786,44.379,49.285,46.492,39.711,75.286,28.29,1.807,20,100,2,100,0
190.72,166.47,10.695,0.0,9.231,9.147,0.68,2919.6,20.479,9.783999999999999,44.383,49.277,46.483999999999995,39.703,75.571,28.364,1.825,20,100,2,100,0
190.87,166.55,10.617,0.0,9.231,9.142000000000001,0.688,2919.4,20.479,9.782,44.355,49.285,46.492,39.723,76.612,27.956,1.801,20,100,1,100,1
190.84,166.53,10.477,2.6839999999999997,9.226,9.144,0.688,2909.4,20.479,9.779,44.367,49.277,46.492,39.715,77.001,28.045,1.801,20,73,1,100,0
190.88,166.59,10.539000000000001,0.0,9.23,9.149,0.674,2907.6,20.479,9.782,44.371,49.277,46.566,39.715,77.066,28.483,1.8230000000000002,20,73,1,100,0
190.89,166.56,10.758,0.0,9.238,9.149,0.706,2909.4,20.479,9.771,44.312,49.288999999999994,46.496,39.625,76.96600000000001,28.554000000000002,1.827,20,73,1,100,0
190.85,166.71,10.280999999999999,0.0,9.229,9.14,0.691,2909.4,20.479,9.786,44.379,49.273,46.496,39.777,76.87,28.291,1.805,20,73,1,100,0
190.88,166.61,10.422,0.0,9.236,9.151,0.688,2909.6,20.479,9.804,44.379,49.285,46.492,39.863,76.972,27.684,1.781,20,73,1,100,0
190.85,166.56,10.344000000000001,0.0,9.232999999999999,9.147,0.6829999999999999,2913.4,20.479,9.796,44.383,49.285,46.538999999999994,39.777,77.171,27.776,1.787,20,73,1,100,0
190.85,166.61,10.390999999999998,0.0,9.23,9.142000000000001,0.6709999999999999,2911.8,20.479,9.771,44.383,49.297,46.5,39.703,76.98100000000001,28.131,1.806,20,73,1,100,0
190.89,166.67,10.664000000000001,0.0,9.227,9.141,0.7,2907.4,20.479,9.767000000000001,44.355,49.288999999999994,46.492,39.703,77.472,28.595,1.827,20,73,1,100,0
190.89,166.92,10.609000000000002,0.066,9.224,9.142000000000001,0.691,2907.6,20.479,9.773,44.301,49.277,46.483999999999995,39.703,77.392,28.217,1.8030000000000002,20,73,1,100,0
190.9,166.81,10.555,0.0,9.232999999999999,9.149,0.7090000000000001,2905.4,20.479,9.783999999999999,44.301,49.285,46.5,39.625,77.11,28.586,1.8259999999999998,20,73,1,100,0
190.84,166.66,10.664000000000001,0.0,9.23,9.149,0.7120000000000001,2907.4,20.003,9.782,44.316,49.273,46.492,39.711,76.74,28.618000000000002,1.829,20,80,1,100,0
190.84,166.73,10.835999999999999,0.0,9.248,9.164,0.6829999999999999,2907.6,20.222,9.798,44.301,49.285,46.492,39.758,77.036,28.005,1.785,20,80,1,100,0
190.81,166.69,10.789000000000001,0.0,9.25,9.163,0.68,2907.8,19.973,9.783999999999999,44.34,49.273,46.483999999999995,39.711,77.337,28.245,1.8090000000000002,20,80,1,100,0
190.89,166.7,10.594000000000001,0.601,9.245,9.161,0.6809999999999999,2907.4,19.958,9.756,44.277,49.27,46.496,39.691,77.319,28.469,1.829,20,80,1,100,0
190.88,166.66,10.773,0.0,9.245,9.161,0.684,2907.6,20.211,9.773,44.297,49.246,46.492,39.621,77.406,28.365,1.825,20,80,1,100,0
190.85,166.57,10.562000000000001,0.0,9.24,9.156,0.68,2905.8,20.308,9.766,44.285,49.242,46.48,39.711,77.07300000000001,28.346,1.828,20,80,1,100,0
190.87,166.52,10.555,0.0,9.241,9.154,0.6629999999999999,2907.4,20.340999999999998,9.76,44.301,49.215,46.48,39.715,77.391,28.084,1.805,20,80,1,100,0
190.9,166.68,10.727,0.0,9.238,9.156,0.691,2908.4,19.859,9.752,44.297,49.223,46.402,39.711,77.074,27.855,1.781,20,80,1,100,0
190.87,166.97,10.780999999999999,0.034,9.247,9.158999999999999,0.677,2906.8,19.868,9.75,44.297,49.223,46.48,39.703,76.946,28.476,1.825,20,80,1,100,0
190.82,166.67,10.562000000000001,0.0,9.246,9.158,0.679,2907.6,20.229,9.759,44.288999999999994,49.215,46.492,39.711,76.896,28.199,1.8019999999999998,20,80,1,100,0
190.84,166.52,10.672,1.609,9.247,9.16,0.6970000000000001,2911.4,20.019000000000002,9.773,44.305,49.218999999999994,46.457,39.715,77.063,27.885,1.785,20,90,1,100,0
190.91,167.07,10.594000000000001,0.0,9.247,9.165,0.6709999999999999,2913.4,20.328,9.802,44.316,49.218999999999994,46.483999999999995,39.777,76.952,28.265,1.804,20,90,1,100,0
190.89,166.53,10.828,0.0,9.248,9.164,0.6809999999999999,2913.6,19.934,9.788,44.301,49.27,46.496,39.711,76.852,28.183000000000003,1.798,20,90,1,100,0
190.84,166.56,10.812000000000001,0.0,9.232999999999999,9.149,0.6829999999999999,2909.6,20.207,9.781,44.312,49.27,46.483999999999995,39.711,77.045,28.095,1.804,20,90,1,100,0
191.06,166.49,10.57,0.0,9.247,9.157,0.7240000000000001,2909.4,19.725,9.782,44.379,49.27,46.483999999999995,39.715,76.711,28.049,1.8019999999999998,20,90,1,100,0
190.88,166.5,10.648,0.0,9.234,9.151,0.6920000000000001,2909.6,19.836,9.782,44.285,49.242,46.496,39.77,76.818,28.263,1.81,20,90,1,100,0
190.91,166.49,10.390999999999998,0.0,9.238,9.154,0.69,2909.6,19.896,9.783999999999999,44.301,49.273,46.483999999999995,39.711,76.937,28.127,1.804,20,90,1,100,0
190.85,166.81,10.562000000000001,0.0,9.238,9.151,0.68,2907.6,20.176,9.783999999999999,44.297,49.25,46.492,39.715,77.255,28.153000000000002,1.807,20,90,1,100,0
190.88,166.53,10.719000000000001,0.0,9.234,9.149,0.6920000000000001,2907.6,20.098,9.78,44.301,49.27,46.473,39.754,77.312,27.892,1.7830000000000001,20,90,1,100,0
190.87,166.63,10.390999999999998,0.0,9.238,9.16,0.6809999999999999,2909.4,19.910999999999998,9.798,44.352,49.262,46.492,39.781,76.876,27.808000000000003,1.7890000000000001,20,90,1,100,0
190.87,166.58,10.727,0.0,9.238,9.158,0.6920000000000001,2907.6,20.479,9.779,44.379,49.273,46.492,39.715,77.24600000000001,28.045,1.805,20,100,1,100,0
190.9,167.02,10.594000000000001,3.5869999999999997,9.243,9.156,0.674,2903.6,20.479,9.781,44.301,49.285,46.402,39.703,77.042,28.005,1.786,20,100,1,100,0
190.88,167.08,10.367,6.569,9.236,9.157,0.66,2903.4,20.479,9.78,44.312,49.258,46.483999999999995,39.777,77.296,28.199,1.807,20,100,1,100,0
190.87,166.66,10.617,0.466,9.232999999999999,9.149,0.687,2903.6,20.479,9.783999999999999,44.301,49.258,46.496,39.777,76.995,28.153000000000002,1.797,20,100,1,100,0
190.91,166.59,10.695,3.9989999999999997,9.243,9.158,0.6809999999999999,2903.6,20.479,9.789,44.301,49.277,46.48,39.777,77.208,27.858,1.79,20,100,1,100,0
190.82,166.73,10.555,4.787,9.243,9.157,0.6920000000000001,2903.6,20.479,9.783,44.367,49.277,46.492,39.789,77.40899999999999,27.909000000000002,1.784,20,100,1,100,0
190.93,167.08,10.375,0.0,9.231,9.149,0.674,2905.4,20.479,9.796,44.305,49.25,46.48,39.859,77.452,27.929000000000002,1.785,20,100,1,100,0
190.85,166.52,10.68,0.0,9.235,9.151,0.67,2905.6,20.479,9.791,44.367,49.288999999999994,46.48,39.859,77.298,27.68,1.767,20,100,1,100,0
190.82,167.02,10.594000000000001,0.0,9.224,9.142000000000001,0.6729999999999999,2903.6,20.479,9.777000000000001,44.367,49.297,46.496,39.859,77.352,27.586,1.766,20,100,1,100,0
190.9,166.94,10.5,0.0,9.227,9.142000000000001,0.6829999999999999,2905.6,20.479,9.764,44.379,49.297,46.496,39.793,77.20100000000001,27.828000000000003,1.787,20,100,1,100,0
191.11,166.96,10.617,0.0,9.224,9.142000000000001,0.682,2899.4,20.479,9.777000000000001,44.371,49.297,46.508,39.781,79.54899999999999,27.551,1.767,20,100,0,100,1
191.19,166.92,10.562000000000001,0.0,9.22,9.142000000000001,0.6890000000000001,2895.4,20.479,9.771,44.457,49.297,46.483999999999995,39.859,79.75399999999999,27.741,1.776,20,73,0,100,0
191.14,166.91,10.727,0.0,9.228,9.144,0.6829999999999999,2899.6,20.479,9.781,44.457,49.363,46.496,39.859,79.69800000000001,27.601999999999997,1.765,20,73,0,100,0
191.15,166.94,10.585999999999999,0.0,9.219,9.136000000000001,0.69,2897.4,20.479,9.796,44.457,49.398,46.566,39.859,79.926,27.669,1.7930000000000001,20,73,0,100,0
191.13,166.81,10.695,1.564,9.219,9.132,0.669,2895.6,20.479,9.776,44.461000000000006,49.437,46.645,39.859,79.936,28.058000000000003,1.8019999999999998,20,73,0,100,0
191.17,166.78,10.922,0.0,9.211,9.131,0.657,2895.6,20.479,9.777000000000001,44.531000000000006,49.461000000000006,46.648,39.859,79.715,27.756,1.7819999999999998,20,73,0,100,0
191.14,166.84,10.703,0.0,9.214,9.13,0.6890000000000001,2895.6,20.479,9.769,44.527,49.465,46.733999999999995,39.863,79.688,27.991999999999997,1.8019999999999998,20,73,0,100,0
191.16,166.91,10.773,0.0,9.21,9.132,0.685,2895.4,20.479,9.777000000000001,44.543,49.492,46.733999999999995,39.941,79.822,27.858,1.804,20,73,0,100,0
191.09,166.83,10.703,5.725,9.206,9.122,0.6890000000000001,2893.6,20.479,9.793,44.538999999999994,49.535,46.733999999999995,39.941,79.913,27.776,1.7930000000000001,20,73,0,100,0
191.14,166.75,10.625,2.705,9.214,9.129,0.713,2893.8,20.479,9.762,44.605,49.547,46.695,39.855,79.432,27.888,1.8,20,73,0,100,0
191.13,166.73,10.734000000000002,0.0,9.212,9.128,0.711,2895.4,20.479,9.773,44.531000000000006,49.555,46.738,39.875,79.848,28.059,1.831,20,73,0,100,0
191.11,167.17,10.859000000000002,0.0,9.215,9.13,0.6920000000000001,2899.0,20.070999999999998,9.767000000000001,44.621,49.547,46.684,39.871,79.8,27.901,1.8030000000000002,20,80,0,100,0
191.17,166.73,10.859000000000002,0.0,9.203,9.122,0.6940000000000001,2891.4,20.114,9.767999999999999,44.617,49.559,46.723,39.871,79.944,27.869,1.808,20,80,0,100,0
191.14,167.23,10.914000000000001,0.0,9.221,9.131,0.7,2891.8,20.221,9.774,44.608999999999995,49.547,46.742,39.863,79.855,27.904,1.81,20,80,0,100,0
191.19,166.94,10.672,0.0,9.205,9.128,0.69,2891.8,19.991,9.786,44.608999999999995,49.555,46.742,39.863,79.706,28.296,1.831,20,80,0,100,0
191.12,166.81,10.758,0.0,9.208,9.124,0.701,2892.0,20.015,9.766,44.608999999999995,49.535,46.742,39.926,80.101,27.983,1.8119999999999998,20,80,0,100,0
191.14,167.05,10.484000000000002,0.0,9.208,9.127,0.6970000000000001,2893.0,20.248,9.769,44.621,49.543,46.75,39.871,80.014,27.913,1.807,20,80,0,100,0
191.09,166.84,10.867,0.0,9.208,9.129,0.696,2887.4,20.01,9.762,44.621,49.543,46.805,39.859,79.904,28.409000000000002,1.839,20,80,0,100,0
191.2,166.78,10.609000000000002,0.0,9.201,9.119,0.688,2889.8,20.027,9.775,44.538999999999994,49.527,46.75,39.93,80.3,27.901,1.8090000000000002,20,80,0,100,0
191.09,166.89,10.805,0.0,9.203,9.122,0.6970000000000001,2889.8,20.410999999999998,9.771,44.523,49.547,46.738,39.855,80.02,27.916999999999998,1.8090000000000002,20,80,0,100,0
191.13,166.96,10.945,0.5479999999999999,9.205,9.127,0.691,2889.6,19.924,9.775,44.543,49.547,46.723,39.859,80.178,28.171999999999997,1.819,20,80,0,100,0
191.06,166.89,10.727,0.0,9.21,9.127,0.698,2885.6,20.227999999999998,9.777999999999999,44.538999999999994,49.547,46.742,39.863,80.242,28.180999999999997,1.8330000000000002,20,90,0,100,0
191.44,167.22,10.780999999999999,0.0,9.205,9.122,0.695,2887.8,20.364,9.776,44.551,49.543,46.733999999999995,39.863,80.184,28.022,1.814,20,90,0,100,0
191.2,166.77,10.758,0.252,9.212,9.136000000000001,0.696,2891.8,20.021,9.783999999999999,44.543,49.543,46.738,39.859,79.946,27.857,1.7990000000000002,20,90,0,100,0
191.19,166.79,10.445,0.0,9.21,9.129,0.682,2893.6,20.061,9.781,44.527,49.547,46.727,39.937,79.545,28.07,1.815,20,90,0,100,0
191.19,166.99,10.890999999999998,3.0660000000000003,9.199,9.122,0.672,2892.6,19.972,9.773,44.605,49.543,46.738,39.941,80.075,27.89,1.805,20,90,0,100,0
191.13,166.84,10.883,0.0,9.193,9.118,0.672,2891.8,20.203,9.771,44.608999999999995,49.555,46.742,40.031,79.884,28.129,1.81,20,90,0,100,0
191.23,166.99,10.859000000000002,0.0,9.201,9.124,0.674,2891.6,20.249000000000002,9.786,44.633,49.547,46.738,40.02,79.631,28.118000000000002,1.807,20,90,0,100,0
191.17,166.96,10.734000000000002,0.387,9.205,9.127,0.6729999999999999,2893.8,20.345,9.771,44.617,49.547,46.75,39.937,79.844,27.97,1.8030000000000002,20,90,0,100,0
191.15,166.92,10.719000000000001,0.0,9.198,9.123,0.6829999999999999,2895.6,19.654,9.762,44.637,49.547,46.754,39.949,79.58800000000001,28.015,1.807,20,90,0,100,0
191.22,166.78,10.844000000000001,0.0,9.203,9.127,0.669,2889.6,20.063,9.782,44.633,49.555,46.75,39.941,79.925,28.013,1.8090000000000002,20,90,0,100,0
191.19,166.81,10.844000000000001,0.0,9.201,9.118,0.6659999999999999,2891.6,20.479,9.767000000000001,44.621,49.543,46.824,40.02,80.087,28.108,1.828,20,100,0,100,0
191.16,167.2,10.43,0.19899999999999998,9.203,9.118,0.6859999999999999,2893.8,20.479,9.767999999999999,44.625,49.547,46.824,39.941,80.128,27.916999999999998,1.828,20,100,0,100,0
191.17,167.25,10.68,0.0,9.21,9.125,0.682,2897.4,20.479,9.777999999999999,44.687,49.547,46.75,39.949,79.64,27.857,1.8090000000000002,20,100,0,100,0
191.19,166.77,10.640999999999998,0.0,9.199,9.118,0.6679999999999999,2891.6,20.479,9.764,44.625,49.543,46.824,39.949,79.751,28.061,1.824,20,100,0,100,0
191.19,166.77,10.594000000000001,0.0,9.201,9.119,0.688,2889.8,20.479,9.774,44.676,49.547,46.75,40.027,79.935,28.026,1.8090000000000002,20,100,0,100,0
191.14,166.84,10.844000000000001,0.124,9.208,9.124,0.696,2887.6,20.479,9.774,44.621,49.555,46.809,40.008,80.375,27.983,1.82,20,100,0,100,0
191.16,167.23,10.922,0.0,9.199,9.118,0.6679999999999999,2887.6,20.479,9.764,44.645,49.574,46.742,39.937,80.165,27.901,1.808,20,100,0,100,0
191.19,167.19,10.672,0.0,9.2,9.119,0.696,2891.4,20.479,9.766,44.625,49.559,46.843999999999994,39.949,80.086,28.154,1.829,20,100,0,100,0
191.14,167.26,10.758,0.0,9.205,9.12,0.6829999999999999,2889.6,20.479,9.766,44.625,49.555,46.836000000000006,40.016,80.006,27.924,1.811,20,100,0,100,0
191.2,166.73,10.562000000000001,0.0,9.207,9.122,0.652,2888.0,20.479,9.79,44.621,49.547,46.836000000000006,40.02,79.89,28.142,1.828,20,100,0,100,0
191.19,166.75,10.390999999999998,0.0,9.212,9.125,0.674,2897.4,20.226,9.786,44.538999999999994,49.547,46.824,39.953,78.20100000000001,28.12,1.831,20,100,0,90,1
191.12,166.76,10.390999999999998,0.0,9.212,9.134,0.688,2895.6,20.479,9.78,44.531000000000006,49.543,46.832,39.937,78.33800000000001,28.19,1.831,20,100,0,90,1
191.17,166.73,10.703,0.0,9.215,9.132,0.6829999999999999,2897.8,20.344,9.777000000000001,44.625,49.543,46.738,39.941,78.308,27.98,1.814,20,100,0,90,1
191.19,166.77,10.75,0.0,9.211,9.131,0.691,2893.8,20.479,9.762,44.617,49.543,46.742,39.941,78.546,28.046,1.8090000000000002,20,100,0,90,1
191.17,166.83,10.672,6.917000000000001,9.205,9.118,0.6890000000000001,2891.6,20.479,9.775,44.625,49.531000000000006,46.738,39.871,78.655,27.719,1.7919999999999998,20,100,0,90,1
191.14,166.75,10.508,6.52,9.208,9.127,0.685,2889.4,20.479,9.774,44.608999999999995,49.543,46.733999999999995,39.871,78.795,27.676,1.79,20,100,0,90,1
191.09,166.73,10.5,4.06,9.203,9.122,0.685,2883.6,20.479,9.77,44.527,49.535,46.687,39.863,78.70100000000001,27.875,1.811,20,100,0,90,1
191.14,166.83,10.445,0.0,9.208,9.128,0.664,2889.4,20.479,9.779,44.578,49.547,46.733999999999995,39.863,78.556,27.857,1.805,20,100,0,90,1
191.11,166.75,10.617,3.5839999999999996,9.212,9.13,0.6859999999999999,2889.4,20.479,9.776,44.555,49.543,46.75,39.863,78.71300000000001,27.866999999999997,1.807,20,100,0,90,1
191.15,166.68,10.422,0.0,9.208,9.125,0.6920000000000001,2889.6,20.479,9.783,44.538999999999994,49.559,46.742,39.922,78.55199999999999,27.978,1.81,20,100,0,90,1
191.16,166.38,10.398,0.0,9.222999999999999,9.139,0.68,2926.4,20.479,9.777999999999999,44.538999999999994,49.508,46.687,39.859,74.266,28.055999999999997,1.815,20,100,2,90,1
190.74,166.44,10.515999999999998,2.577,9.226,9.151,0.6920000000000001,2923.4,20.479,9.802,44.457,49.379,46.656000000000006,39.863,74.7,28.022,1.806,20,73,2,90,0
190.76,166.53,10.530999999999999,5.172999999999999,9.234,9.151,0.677,2920.4,20.479,9.783999999999999,44.297,49.312,46.578,39.855,74.446,28.116,1.8090000000000002,20,73,2,90,0
190.77,166.34,10.390999999999998,0.0,9.234,9.152000000000001,0.688,2923.8,20.479,9.786,44.301,49.297,46.5,39.781,74.719,27.743000000000002,1.7830000000000001,20,73,2,90,0
190.71,166.52,10.367,1.865,9.243,9.158999999999999,0.677,2921.4,20.479,9.802,44.288999999999994,49.25,46.483999999999995,39.715,74.551,28.183000000000003,1.807,20,73,2,90,0
190.73,166.55,10.445,0.0,9.243,9.158,0.6970000000000001,2921.4,20.479,9.783999999999999,44.273,49.23,46.48,39.703,74.35600000000001,28.496,1.829,20,73,2,90,0
190.77,166.38,10.398,0.0,9.243,9.154,0.6779999999999999,2918.6,20.479,9.808,44.211000000000006,49.18,46.41,39.77,74.422,27.989,1.78,20,73,2,90,0
190.74,166.45,10.530999999999999,0.0,9.236,9.152999999999999,0.6779999999999999,2918.6,20.479,9.793,44.297,49.16,46.402,39.77,74.615,27.916999999999998,1.767,20,73,2,90,0
190.72,166.39,10.515999999999998,0.0,9.232999999999999,9.152999999999999,0.7090000000000001,2919.6,20.479,9.788,44.273,49.152,46.418,39.715,74.458,28.406,1.801,20,73,2,90,0
190.84,166.44,10.422,0.0,9.236,9.155,0.6609999999999999,2917.6,20.479,9.791,44.277,49.121,46.48,39.723,74.207,27.849,1.786,20,73,2,90,0
190.73,166.29,10.508,0.0,9.238,9.157,0.672,2917.6,20.479,9.791,44.288999999999994,49.133,46.5,39.77,74.52600000000001,28.023000000000003,1.788,20,73,2,90,0
190.66,166.39,10.727,0.0,9.229,9.152999999999999,0.664,2917.6,19.549,9.789,44.285,49.137,46.496,39.777,74.719,28.278000000000002,1.798,20,80,2,90,0
190.7,166.41,10.422,0.0,9.226,9.142000000000001,0.659,2916.4,19.785999999999998,9.781,44.301,49.141000000000005,46.492,39.77,74.322,27.996,1.784,20,80,2,90,0
190.71,166.73,10.515999999999998,0.0,9.219,9.14,0.691,2914.6,19.264,9.773,44.305,49.148,46.5,39.77,74.389,28.028000000000002,1.7819999999999998,20,80,2,90,0
190.68,166.61,10.422,0.0,9.225,9.142000000000001,0.685,2915.6,19.611,9.783,44.297,49.16,46.496,39.777,74.682,28.183000000000003,1.8019999999999998,20,80,2,90,0
190.66,166.68,10.625,2.411,9.224,9.142000000000001,0.696,2915.8,19.274,9.777999999999999,44.285,49.133,46.5,39.789,74.846,28.159000000000002,1.808,20,80,2,90,0
190.73,166.68,10.664000000000001,0.0,9.221,9.14,0.667,2915.8,19.585,9.79,44.288999999999994,49.137,46.483999999999995,39.855,74.479,28.005,1.7830000000000001,20,80,2,90,0
190.7,166.56,10.398,0.0,9.222999999999999,9.141,0.6679999999999999,2917.4,20.479,9.78,44.288999999999994,49.141000000000005,46.496,39.781,74.458,27.975,1.784,20,80,2,90,0
190.8,166.73,10.555,0.0,9.222999999999999,9.144,0.6990000000000001,2913.8,20.146,9.786,44.297,49.168,46.5,39.766,74.789,27.973000000000003,1.7830000000000001,20,80,2,90,0
190.78,166.57,10.405999999999999,0.0,9.224,9.147,0.7120000000000001,2915.4,20.115,9.777000000000001,44.297,49.148,46.496,39.781,74.967,27.991,1.785,20,80,2,90,0
190.7,166.31,10.508,0.0,9.222000000000001,9.149,0.6990000000000001,2917.0,19.766,9.783999999999999,44.297,49.152,46.527,39.863,74.542,27.77,1.7719999999999998,20,80,2,90,0
190.76,166.31,10.43,0.0,9.224,9.147,0.693,2921.0,20.029,9.795,44.371,49.203,46.512,39.781,74.306,28.063000000000002,1.781,20,90,2,90,0
190.76,166.63,10.484000000000002,0.0,9.217,9.134,0.7020000000000001,2917.0,19.551,9.764,44.312,49.207,46.508,39.715,74.66,28.333000000000002,1.805,20,90,2,90,0
190.69,166.38,10.390999999999998,0.0,9.24,9.158999999999999,0.691,2913.8,19.631,9.767000000000001,44.297,49.195,46.492,39.633,74.53399999999999,28.515,1.8259999999999998,20,90,2,90,0
190.69,166.49,10.398,0.0,9.243,9.158999999999999,0.7070000000000001,2915.8,19.544,9.773,44.297,49.218999999999994,46.508,39.578,74.482,28.485,1.83,20,90,2,90,0
190.73,166.34,10.312000000000001,0.0,9.243,9.166,0.7020000000000001,2917.4,19.847,9.789,44.288999999999994,49.137,46.492,39.609,74.361,28.563000000000002,1.831,20,90,2,90,0
190.69,166.44,10.43,0.0,9.243,9.16,0.6940000000000001,2912.0,20.479,9.769,44.218999999999994,49.125,46.496,39.711,74.63,28.601999999999997,1.828,20,90,2,90,0
190.76,166.34,10.5,0.0,9.24,9.158,0.675,2911.6,19.671,9.788,44.285,49.133,46.496,39.77,74.726,28.025,1.7819999999999998,20,90,2,90,0
190.69,166.34,10.367,0.0,9.232999999999999,9.152999999999999,0.688,2912.6,19.901,9.767999999999999,44.288999999999994,49.16,46.402,39.672,74.373,28.055999999999997,1.7819999999999998,20,90,2,90,0
190.68,166.52,10.172,0.0,9.234,9.156,0.691,2913.6,19.541,9.771,44.246,49.137,46.492,39.715,74.797,28.538,1.825,20,90,2,90,0
190.7,166.53,10.617,0.0,9.238,9.154,0.665,2911.8,19.698,9.783999999999999,44.246,49.141000000000005,46.492,39.781,74.71300000000001,28.217,1.801,20,90,2,90,0
190.78,166.91,10.585999999999999,0.0,9.241,9.16,0.7020000000000001,2913.6,20.479,9.771,44.277,49.148,46.492,39.777,74.791,27.858,1.78,20,100,2,90,0
190.91,166.52,10.5,0.0,9.231,9.152000000000001,0.688,2912.4,20.479,9.773,44.277,49.137,46.483999999999995,39.766,74.594,28.359,1.8030000000000002,20,100,2,90,0
190.66,166.86,10.367,0.0,9.238,9.152999999999999,0.695,2915.4,20.479,9.777999999999999,44.312,49.141000000000005,46.496,39.781,74.859,27.993000000000002,1.785,20,100,2,90,0
190.72,166.47,10.57,0.0,9.236,9.155,0.6759999999999999,2913.4,20.479,9.774,44.305,49.187,46.492,39.715,74.818,27.878,1.7830000000000001,20,100,2,90,0
190.63,166.44,10.352,0.0,9.232999999999999,9.152999999999999,0.6629999999999999,2911.6,20.479,9.766,44.288999999999994,49.187,46.492,39.848,74.616,28.002,1.784,20,100,2,90,0
190.71,166.52,10.703,0.0,9.225,9.142000000000001,0.691,2911.6,20.383,9.766,44.297,49.195,46.492,39.766,74.696,27.993000000000002,1.784,20,100,2,90,0
190.69,166.4,10.227,0.0,9.23,9.155,0.679,2913.6,20.224,9.764,44.277,49.215,46.492,39.691,74.834,28.631999999999998,1.8230000000000002,20,100,2,90,0
190.66,166.26,10.562000000000001,0.0,9.234,9.149,0.693,2911.6,20.337,9.776,44.301,49.203,46.496,39.715,74.477,28.326,1.798,20,100,2,90,0
190.69,166.49,10.335999999999999,0.0,9.227,9.142000000000001,0.672,2913.8,20.479,9.773,44.297,49.207,46.483999999999995,39.781,74.726,28.005,1.7890000000000001,20,100,2,90,0
190.68,166.52,10.390999999999998,0.0,9.228,9.144,0.655,2913.8,20.479,9.762,44.301,49.203,46.492,39.766,74.525,28.601999999999997,1.8219999999999998,20,100,2,90,0
190.98,166.84,10.32,1.798,9.222000000000001,9.139,0.687,2907.4,20.479,9.771,44.288999999999994,49.218999999999994,46.483999999999995,39.711,75.979,28.199,1.8019999999999998,20,100,1,90,1
190.8,166.63,10.367,1.7919999999999998,9.224,9.144,0.693,2899.6,20.479,9.773,44.363,49.223,46.496,39.777,76.154,28.233,1.807,20,73,1,90,0
